Latitude,Longitude
28.6935997,77.30729675
28.64376,77.23136
28.6763134,77.22497559
28.55761909,76.99859619
28.67159,77.05858
28.6935997,77.30729675
28.64500046,77.24500275
28.7064,77.28261
28.63385,77.20026
28.64500046,77.24500275
28.68344,77.26961
28.61203,77.31411
28.6935997,77.30729675
28.6763134,77.22497559
28.68603,77.07007
28.71967,77.17086
28.63999939,77.29000092
28.66125,77.13975
28.72595,77.09661
28.6982,77.07197
28.70448,77.061
28.69007,77.31396
28.60955048,77.13967133
28.68956,77.09648
28.7252,77.21704
28.60955048,77.13967133
28.62593,77.29955
28.71743,77.05585
28.69219,77.28681
28.6935997,77.30729675
28.63999939,77.29000092
28.60955048,77.13967133
28.72583771,77.14941406
28.68947,77.29397
28.72583771,77.14941406
28.68413,77.09549
28.6341095,77.21691132
28.69156,77.09257
28.70015,77.0457
28.6763134,77.22497559
28.6763134,77.22497559
28.6935997,77.30729675
28.69081,77.12705
28.69707,77.26549
28.7055,77.28181
28.6763134,77.22497559
28.67276,77.27514
28.58995056,77.04006958
28.6665,77.05649
28.6763134,77.22497559
28.68741,77.09609
28.72457,77.21669
28.65745,77.20764
28.71501,77.25862
28.61806,77.11117
28.68253,76.91402
28.71163,77.27176
28.70754,77.17736
28.69639969,77.12709808
28.63286972,77.22097778
28.62538,76.96695
28.69247,77.28826
28.55489922,77.19190216
28.61471,77.3207
28.58485985,77.26355743
28.70112,77.0802
28.55489922,77.19190216
28.46231,77.1541
28.6341095,77.21691132
28.68959045,77.27802277
28.68956,77.09648
28.62422,76.97002
28.63468,77.1107
28.70535,77.31353
28.63253,77.29885
28.66692,77.2922
28.67066,77.28239
28.60955048,77.13967133
28.68115,77.26
28.64894,77.28116
28.50608,77.2537
28.55489922,77.19190216
28.47053,77.18028
28.69118,77.28983
28.72465,77.08881
28.61203,77.31411
28.58849,77.08553
28.60955048,77.13967133
28.58995056,77.04006958
28.74083,77.16318
28.61622,77.08238
28.57314,77.16037
28.64872,77.17934
28.70125,77.30618
28.6935997,77.30729675
28.67278,77.25587
28.63999939,77.29000092
28.64872,77.17934
28.67807,77.32207
28.69398,77.0759
28.69481,77.28499
28.6763134,77.22497559
28.60434,77.03442
28.60955048,77.13967133
28.61467,77.28914
28.71543,77.27835
28.6169,77.3177
28.63999939,77.29000092
28.66080093,77.10079956
28.62721,77.07678
28.6935997,77.30729675
28.6763134,77.22497559
28.65179,77.15147
28.6826992,77.27118683
28.59143,77.08671
28.60955048,77.13967133
28.64322,77.21753
28.55489922,77.19190216
28.7443,77.20035
28.70285,77.28334
28.6341095,77.21691132
28.62198067,77.05525208
28.68959045,77.27802277
28.62782,77.28319
28.68885,77.19327
28.60592,77.29947
28.6826992,77.27118683
28.65291,77.0412
28.60955048,77.13967133
28.6935997,77.30729675
28.63448,77.08722
28.69008,77.26993
28.69639969,77.12709808
28.6341095,77.21691132
28.7083,77.1778
28.69586,77.27013
28.64778,77.28845
28.65228,77.2328
28.60955048,77.13967133
28.58995056,77.04006958
28.64379,77.21486
28.64500046,77.24500275
28.70046,77.13201
28.66184,77.14083
28.6935997,77.30729675
28.69293,77.1271
28.52339,77.17729
28.68024,77.21963
28.6341095,77.21691132
28.6428,76.95819
28.6763134,77.22497559
28.69223,77.30127
28.67122,77.28231
28.64500046,77.24500275
28.58995056,77.04006958
28.68226,77.29477
28.6341095,77.21691132
28.61203,77.31411
28.55489922,77.19190216
28.61642,77.31696
28.63999939,77.29000092
28.6341095,77.21691132
28.57417,77.20318
28.67137,77.05776
28.5335,77.19934
28.6341095,77.21691132
28.6935997,77.30729675
28.55489922,77.19190216
28.55489922,77.19190216
28.71453,77.2646
28.72583771,77.14941406
28.6763134,77.22497559
28.69639969,77.12709808
28.75315,77.15027
28.67727,77.30186
28.69388,77.07622
28.64500046,77.24500275
28.60955048,77.13967133
28.6763134,77.22497559
28.64500046,77.24500275
28.60955048,77.13967133
28.62547,77.31622
28.6763134,77.22497559
28.6304,77.30285
28.70106,77.08285
28.58995056,77.04006958
28.72583771,77.14941406
28.69486,77.18916
28.51502,77.17847
28.70476,77.10124
28.68956,77.09648
28.60955048,77.13967133
28.6341095,77.21691132
28.72257,77.14553
28.69446945,77.04460907
28.60955048,77.13967133
28.59989,76.98461
28.6763134,77.22497559
28.60363,76.97243
28.75836945,77.28392792
28.72687,77.16421
28.68843,77.29948
28.68591,77.07124
28.70271,77.31454
28.63999939,77.29000092
28.69631,77.07207
28.6935997,77.30729675
28.69629,77.31181
28.73902,77.16691
28.6763134,77.22497559
28.6763134,77.22497559
28.6341095,77.21691132
28.66392,77.0922
28.63999939,77.29000092
